Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,Notebook,8,2.67,11.62048037119099,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,9.692588727638356,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,10.126163794678414,0,0,100.45466986113652,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,10.607562803627763,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,11.413356147904066,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.502816945605918,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,11.575963360732532,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,11.026550473300178,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,11.12626248382466,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others
Dell,Ultrabook,8,1.42,11.494086806506765,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,11.144911042902732,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,10.58221121243035,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,11.762112832660844,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,11.19373786463554,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,10.490273717104664,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,11.39733681987678,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,11.116014069333293,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,10.349904182775484,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,10.56311104105693,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,9.49261223560568,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,10.312386757378574,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,10.931153634628432,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,11.732612168264149,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,11.52464373704442,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,11.4699912412637,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,11.551145677789926,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,10.895234994607796,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,11.912578515747589,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,11.18342089766461,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,10.336863503805128,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,11.12154549394652,1,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,10.977716980635757,0,1,125.36742798669836,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,10.776732819811487,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,11.442360501250736,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,10.83096982484206,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,10.790103923492092,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,9.80450664384234,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,10.403650143697382,0,0,100.45466986113652,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,11.352694739066088,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,9.67600459962282,0,0,111.93520355955212,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,9.555290852218356,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others
Lenovo,Notebook,8,1.44,10.83096982484206,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,11.085440489304403,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,10.393925962168344,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,11.16321819034709,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,11.02220830408089,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Others
Dell,Ultrabook,8,1.29,10.776844060703754,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,10.435465480609668,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,10.704189639316835,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,11.081544019025282,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,11.219752826912,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others
Asus,Netbook,2,1.1,9.47681923677686,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,10.232212772652003,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,11.971204630519404,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,10.765658261746038,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3.0,11.291444530741918,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,11.219074000897615,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,11.219074000897615,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,11.129965423395353,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,10.510802297245792,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,10.765658261746038,0,1,127.33567457123112,Intel Core i5,1000,128,AMD,Others
Lenovo,Notebook,8,2.02,11.17598591917709,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.658921971998408,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.104611236292678,0,0,100.45466986113652,Intel Core i3,2000,0,Nvidia,Others
Dell,Notebook,4,2.3,10.34717287346399,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,11.203223524960787,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11.98617622657084,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2.0,10.732493415479688,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2.0,11.144911042902732,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,9.88635767027266,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,2.3,11.383485348791732,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,11.197396851520583,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,10.656930001858216,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,9.964497380151284,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,11.470547260182666,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,10.73132994821639,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,11.219074000897615,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,10.576614498925236,0,0,157.3505121487356,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,11.018720942220474,0,1,276.053530085501,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,10.657669623681942,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others
Asus,Notebook,4,2.0,9.83063294843456,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,10.534467797525002,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,10.641244744014545,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,10.11188320625578,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others
HP,Notebook,4,1.86,9.959497306919324,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,11.430859511915424,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,10.188167121983652,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,10.993953872709785,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11.876197639250138,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,10.274785970374204,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,11.130176383145796,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2.0,9.387207078087174,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others
Mediacom,Notebook,4,1.35,9.51682457139056,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,10.83096982484206,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,10.319265697988737,0,1,141.21199808219862,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,10.401887658299067,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,9.83063294843456,1,1,189.90579052433608,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,10.421280845617712,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,11.558808550535495,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,11.981595204981144,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,10.70777173269934,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,11.352694739066088,1,1,331.2642361026012,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,10.841452101115571,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,10.580858947180335,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,9.816202683605532,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,10.87326596936077,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,11.504424909404817,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,9.93914036985058,0,0,111.93520355955212,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,10.450993742936223,0,1,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,10.696986727022775,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,10.50497986449436,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,9.49301392269684,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,11.50657735831005,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,11.862769612046066,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,11.887251546940472,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,10.594313360795072,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others
Mediacom,Notebook,4,1.45,9.93914036985058,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,10.89180021486258,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,10.55342238395318,0,0,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,11.313402478637911,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,9.662536382571954,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others
MSI,Gaming,16,4.5,11.737306010891048,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,11.2874471903093,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.397934727218958,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,10.38737929394203,1,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,11.454295851800008,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,10.580858947180335,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,10.83096982484206,0,0,141.21199808219862,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,10.37747822295932,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,11.413356147904066,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,10.246549458090431,0,0,127.33567457123112,Intel Core i3,500,0,Intel,Others
Lenovo,Notebook,8,2.29,10.104611236292678,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.588886005772771,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,11.271296098981416,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,11.396139931642937,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,11.450333208630004,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,11.081347155713406,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,10.480567504600335,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,9.771618776997505,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,11.671319016786894,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.11759843181949,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Others
MSI,Gaming,16,1.8,11.715790550995315,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,11.219074000897615,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,10.310615277730191,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,11.144911042902732,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,9.83063294843456,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,12.472347407870709,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,10.754357300416876,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,10.071160338072124,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,2.25,9.858883414720411,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,1.93,10.742904151497523,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others
Asus,Gaming,8,3.0,11.038609189620306,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.319441460358464,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Others
HP,Ultrabook,8,1.84,11.211900368986475,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,11.702152960779438,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,9.91309723131456,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,2.31,11.00021005668577,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,11.265171547683302,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,10.629713546415353,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,10.658921971998408,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,10.812893840917726,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,10.776844060703754,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,9.452024578163645,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.12402932214978,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Others
Asus,2 in 1 Convertible,6,1.5,10.435481129939486,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.0,11.482152806302976,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11.525170191386666,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,11.274682488942933,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,10.695781181367428,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.336863503805128,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,9.964522443121997,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,10.785284424941176,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,11.508719833687696,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,9.49301392269684,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.44716312967751,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,11.758368289071829,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,10.9867750135825,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,10.23111911098328,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,11.779404329770909,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,11.039464987704202,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,4,2.4,10.084808608996498,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,9.588689132620203,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,10.79884714858782,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,11.838443060873624,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,11.076412935176185,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.343269598606504,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,11.912578515747589,0,1,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,10.53941655276426,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others
Dell,Ultrabook,8,1.2,11.254810893751282,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,11.058781074545012,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,9.875184369674535,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others
Toshiba,Notebook,8,2.0,10.945351696133724,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,10.79884714858782,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,11.009948956147635,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,11.06229896074271,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,12.029883488676532,0,1,254.67134914246225,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,11.089517135798168,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.013431946154272,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.25782777312814,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,10.265276597141131,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,11.27992228688911,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,10.186161103256786,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,10.837272366712863,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,10.588945244611692,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2.0,11.11283946349252,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,9.99658437558166,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Others
Microsoft,Ultrabook,8,1.252,11.508104342010856,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,10.682362236272311,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,10.916751081300507,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9.83063294843456,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,10.525211768465944,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,11.14105450129298,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11.009948956147635,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,10.180118788800824,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others
LG,Ultrabook,8,1.09,11.715790550995315,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,11.144911042902732,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,10.8812140971224,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,10.013431946154272,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,11.601643784304514,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,10.525211768465944,0,1,127.33567457123112,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,11.288114524334732,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,11.917834418453076,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,10.393289544363068,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,10.277575423651992,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,10.319441460358464,0,1,127.33567457123112,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,9.73761240901231,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,9.902487052202543,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,4,1.7,10.525211768465944,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,11.529366637136484,0,0,127.33567457123112,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,11.834974180925718,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,10.85594510841814,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,9.570272405833974,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,11.442360501250736,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,10.481345086360362,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others
Toshiba,Ultrabook,16,1.36,11.512991062818642,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,10.510802297245792,0,1,141.21199808219862,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,10.683645110085203,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,9.964522443121997,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,10.03701794516015,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,10.407616483423654,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,10.084808608996498,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others
Dell,Notebook,8,2.18,10.653903140886465,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,10.882315804880689,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
